stream_semester_group,stream,section,semester,dedicated_room,room_type,room_capacity,course_code,course_name,course_hours_per_week,course_department,is_lab,faculty_name,faculty_department
ECE-C_III,ECE,C,III,CR-051,theory,64,EC-3010,Design,4,ECE,False,Dr. Reyansh Khan,ECE
ECE-C_III,ECE,C,III,CR-051,theory,64,EC-303,Structures,4,ECE,False,Prof. Ananya Mishra,ECE
ECE-C_III,ECE,C,III,CR-051,theory,64,EC-306,Analysis,4,ECE,False,Dr. Kiara Kumar,ECE
ECE-C_III,ECE,C,III,CR-051,theory,64,EC-301,Design,4,ECE,False,Prof. Aarav Gupta,ECE
ECE-C_III,ECE,C,III,CR-051,theory,64,EC-309,Systems,4,ECE,False,Dr. Ishaan Nath,ECE
ECE-C_III,ECE,C,III,CR-051,theory,64,EC-309L,Systems Lab,2,ECE,True,Dr. Ishaan Nath,ECE
ECE-C_IV,ECE,C,IV,CR-051,theory,64,EC-401,Fundamentals,3,ECE,False,Prof. Ananya Mishra,ECE
ECE-C_IV,ECE,C,IV,CR-051,theory,64,EC-401L,Fundamentals Lab,2,ECE,True,Prof. Aditya Khan,ECE
ECE-C_IV,ECE,C,IV,CR-051,theory,64,EC-405,Principles,4,ECE,False,Prof. Aarav Mishra,ECE
ECE-C_IV,ECE,C,IV,CR-051,theory,64,EC-4010,Design,3,ECE,False,Prof. Aarav Gupta,ECE
ECE-C_IV,ECE,C,IV,CR-051,theory,64,EC-4010L,Design Lab,2,ECE,True,Prof. Kiara Patel,ECE
ECE-C_IV,ECE,C,IV,CR-051,theory,64,EC-407,Theory,3,ECE,False,Dr. Aarav Khan,ECE
ECE-C_V,ECE,C,V,CR-051,theory,64,EC-509,Programming,3,ECE,False,Prof. Sai Patel,ECE
ECE-C_V,ECE,C,V,CR-051,theory,64,EC-509L,Programming Lab,2,ECE,True,Dr. Reyansh Khan,ECE
ECE-C_V,ECE,C,V,CR-051,theory,64,EC-5010,Principles,3,ECE,False,Dr. Fatima Iyer,ECE
ECE-C_V,ECE,C,V,CR-051,theory,64,EC-5010L,Principles Lab,2,ECE,True,Dr. Pari Patel,ECE
ECE-C_V,ECE,C,V,CR-051,theory,64,EC-508,Design,4,ECE,False,Prof. Aarav Mishra,ECE
ECE-C_V,ECE,C,V,CR-051,theory,64,EC-504,Principles,4,ECE,False,Prof. Aarav Gupta,ECE
ECE-C_VI,ECE,C,VI,CR-051,theory,64,EC-604,Engineering,3,ECE,False,Dr. Pari Patel,ECE
ECE-C_VI,ECE,C,VI,CR-051,theory,64,EC-6010,Systems,4,ECE,False,Dr. Fatima Iyer,ECE
ECE-C_VI,ECE,C,VI,CR-051,theory,64,EC-6010L,Systems Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-C_VI,ECE,C,VI,CR-051,theory,64,EC-6012,Design,3,ECE,False,Dr. Reyansh Khan,ECE
ECE-C_VI,ECE,C,VI,CR-051,theory,64,EC-6012L,Design Lab,2,ECE,True,Prof. Diya Singh,ECE
ECE-C_VI,ECE,C,VI,CR-051,theory,64,EC-602,Applications,3,ECE,False,Prof. Ananya Mishra,ECE
ECE-C_VII,ECE,C,VII,CR-051,theory,64,EC-707,Structures,4,ECE,False,Dr. Fatima Iyer,ECE
ECE-C_VII,ECE,C,VII,CR-051,theory,64,EC-707L,Structures Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-C_VII,ECE,C,VII,CR-051,theory,64,EC-706,Principles,4,ECE,False,Prof. Priya Joshi,ECE
ECE-C_VII,ECE,C,VII,CR-051,theory,64,EC-709,Design,3,ECE,False,Dr. Reyansh Khan,ECE
ECE-C_VII,ECE,C,VII,CR-051,theory,64,EC-708,Analysis,3,ECE,False,Dr. Kiara Kumar,ECE
ECE-C_VII,ECE,C,VII,CR-051,theory,64,EC-701,Engineering,4,ECE,False,Prof. Aditya Khan,ECE
ECE-C_VIII,ECE,C,VIII,CR-051,theory,64,EC-806,Analysis,3,ECE,False,Prof. Aditya Khan,ECE
ECE-C_VIII,ECE,C,VIII,CR-051,theory,64,EC-806L,Analysis Lab,2,ECE,True,Dr. Ishaan Nath,ECE
ECE-C_VIII,ECE,C,VIII,CR-051,theory,64,EC-808,Analysis,3,ECE,False,Prof. Aarav Mishra,ECE
ECE-C_VIII,ECE,C,VIII,CR-051,theory,64,EC-808L,Analysis Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-C_VIII,ECE,C,VIII,CR-051,theory,64,EC-804,Applications,3,ECE,False,Dr. Ishaan Nath,ECE
ECE-C_VIII,ECE,C,VIII,CR-051,theory,64,EC-804L,Applications Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-D_I,ECE,D,I,CR-132,theory,65,EC-1010,Fundamentals,3,ECE,False,Prof. Aarav Mishra,ECE
ECE-D_I,ECE,D,I,CR-132,theory,65,EC-101,Analysis,3,ECE,False,Dr. Reyansh Khan,ECE
ECE-D_I,ECE,D,I,CR-132,theory,65,EC-101L,Analysis Lab,2,ECE,True,Prof. Diya Singh,ECE
ECE-D_I,ECE,D,I,CR-132,theory,65,EC-104,Design,4,ECE,False,Prof. Diya Singh,ECE
ECE-D_I,ECE,D,I,CR-132,theory,65,EC-1012,Fundamentals,4,ECE,False,Dr. Ishaan Nath,ECE
ECE-D_I,ECE,D,I,CR-132,theory,65,EC-1012L,Fundamentals Lab,2,ECE,True,Prof. Diya Singh,ECE
ECE-D_II,ECE,D,II,CR-132,theory,65,EC-206,Theory,3,ECE,False,Dr. Aarav Khan,ECE
ECE-D_II,ECE,D,II,CR-132,theory,65,EC-201,Analysis,4,ECE,False,Dr. Fatima Iyer,ECE
ECE-D_II,ECE,D,II,CR-132,theory,65,EC-202,Theory,4,ECE,False,Dr. Reyansh Khan,ECE
ECE-D_II,ECE,D,II,CR-132,theory,65,EC-204,Engineering,4,ECE,False,Prof. Aditya Khan,ECE
ECE-D_II,ECE,D,II,CR-132,theory,65,EC-2011,Dynamics,4,ECE,False,Dr. Fatima Iyer,ECE
ECE-D_II,ECE,D,II,CR-132,theory,65,EC-2011L,Dynamics Lab,2,ECE,True,Prof. Aditya Khan,ECE
ECE-D_III,ECE,D,III,CR-132,theory,65,EC-308,Systems,3,ECE,False,Dr. Fatima Iyer,ECE
ECE-D_III,ECE,D,III,CR-132,theory,65,EC-306,Analysis,4,ECE,False,Dr. Reyansh Khan,ECE
ECE-D_III,ECE,D,III,CR-132,theory,65,EC-301,Design,4,ECE,False,Prof. Aditya Khan,ECE
ECE-D_III,ECE,D,III,CR-132,theory,65,EC-305,Design,4,ECE,False,Prof. Sai Patel,ECE
ECE-D_III,ECE,D,III,CR-132,theory,65,EC-3012,Applications,3,ECE,False,Dr. Ishaan Nath,ECE
ECE-D_III,ECE,D,III,CR-132,theory,65,EC-302,Applications,3,ECE,False,Prof. Aarav Mishra,ECE
ECE-D_IV,ECE,D,IV,CR-132,theory,65,EC-4010,Design,3,ECE,False,Dr. Reyansh Khan,ECE
ECE-D_IV,ECE,D,IV,CR-132,theory,65,EC-4010L,Design Lab,2,ECE,True,Dr. Kiara Kumar,ECE
ECE-D_IV,ECE,D,IV,CR-132,theory,65,EC-407,Theory,3,ECE,False,Dr. Aarav Khan,ECE
EE-A_I,EE,A,I,CR-048,theory,67,EE-103,Fundamentals,4,EE,False,Dr. Kiara Reddy,EE
EE-A_I,EE,A,I,CR-048,theory,67,EE-103L,Fundamentals Lab,2,EE,True,Prof. Kiara Menon,EE
EE-A_I,EE,A,I,CR-048,theory,67,EE-1010,Engineering,4,EE,False,Dr. Aanya Kumar,EE
EE-A_I,EE,A,I,CR-048,theory,67,EE-101,Design,3,EE,False,Prof. Reyansh Iyer,EE
EE-A_I,EE,A,I,CR-048,theory,67,EE-101L,Design Lab,2,EE,True,Prof. Sai Iyer,EE
EE-A_I,EE,A,I,CR-048,theory,67,EE-108,Dynamics,4,EE,False,Prof. Sai Iyer,EE
EE-A_II,EE,A,II,CR-048,theory,67,EE-205,Dynamics,3,EE,False,Dr. Reyansh Mishra,EE
EE-A_II,EE,A,II,CR-048,theory,67,EE-2011,Programming,3,EE,False,Prof. Aanya Yadav,EE
EE-A_II,EE,A,II,CR-048,theory,67,EE-2010,Principles,4,EE,False,Prof. Aanya Yadav,EE
EE-A_II,EE,A,II,CR-048,theory,67,EE-2010L,Principles Lab,2,EE,True,Prof. Kiara Menon,EE
EE-A_II,EE,A,II,CR-048,theory,67,EE-2012,Systems,3,EE,False,Prof. Reyansh Iyer,EE
EE-A_II,EE,A,II,CR-048,theory,67,EE-209,Dynamics,4,EE,False,Dr. Priya Verma,EE
EE-A_III,EE,A,III,CR-048,theory,67,EE-308,Theory,3,EE,False,Dr. Reyansh Mishra,EE
EE-A_III,EE,A,III,CR-048,theory,67,EE-308L,Theory Lab,2,EE,True,Dr. Priya Verma,EE
EE-A_III,EE,A,III,CR-048,theory,67,EE-305,Theory,3,EE,False,Prof. Kiara Menon,EE
EE-A_III,EE,A,III,CR-048,theory,67,EE-301,Structures,4,EE,False,Prof. Saanvi Gupta,EE
EE-A_III,EE,A,III,CR-048,theory,67,EE-301L,Structures Lab,2,EE,True,Dr. Riya Menon,EE
EE-A_III,EE,A,III,CR-048,theory,67,EE-306,Dynamics,3,EE,False,Prof. Reyansh Iyer,EE
EE-A_IV,EE,A,IV,CR-048,theory,67,EE-403,Systems,3,EE,False,Dr. Fatima Menon,EE
EE-A_IV,EE,A,IV,CR-048,theory,67,EE-406,Analysis,4,EE,False,Prof. Aadhya Joshi,EE
EE-A_IV,EE,A,IV,CR-048,theory,67,EE-406L,Analysis Lab,2,EE,True,Prof. Aanya Yadav,EE
EE-A_IV,EE,A,IV,CR-048,theory,67,EE-4011,Structures,3,EE,False,Prof. Ananya Singh,EE
EE-A_IV,EE,A,IV,CR-048,theory,67,EE-4011L,Structures Lab,2,EE,True,Prof. Sai Iyer,EE
EE-A_IV,EE,A,IV,CR-048,theory,67,EE-401,Fundamentals,4,EE,False,Prof. Aadhya Joshi,EE
EE-A_V,EE,A,V,CR-048,theory,67,EE-506,Fundamentals,3,EE,False,Dr. Reyansh Mishra,EE
EE-A_V,EE,A,V,CR-048,theory,67,EE-507,Analysis,4,EE,False,Dr. Riya Menon,EE
EE-A_V,EE,A,V,CR-048,theory,67,EE-501,Dynamics,4,EE,False,Prof. Ananya Singh,EE
EE-A_V,EE,A,V,CR-048,theory,67,EE-501L,Dynamics Lab,2,EE,True,Dr. Fatima Menon,EE
EE-A_V,EE,A,V,CR-048,theory,67,EE-502,Theory,3,EE,False,Prof. Ananya Singh,EE
EE-A_V,EE,A,V,CR-048,theory,67,EE-502L,Theory Lab,2,EE,True,Prof. Aadhya Joshi,EE
EE-A_VI,EE,A,VI,CR-048,theory,67,EE-609,Structures,3,EE,False,Dr. Fatima Menon,EE
EE-A_VI,EE,A,VI,CR-048,theory,67,EE-6010,Fundamentals,4,EE,False,Dr. Kiara Reddy,EE
EE-A_VI,EE,A,VI,CR-048,theory,67,EE-6010L,Fundamentals Lab,2,EE,True,Prof. Aanya Yadav,EE
EE-A_VI,EE,A,VI,CR-048,theory,67,EE-607,Theory,3,EE,False,Dr. Reyansh Mishra,EE
EE-A_VI,EE,A,VI,CR-048,theory,67,EE-607L,Theory Lab,2,EE,True,Dr. Kiara Reddy,EE
EE-A_VI,EE,A,VI,CR-048,theory,67,EE-604,Design,3,EE,False,Dr. Fatima Menon,EE
EE-A_VII,EE,A,VII,CR-048,theory,67,EE-709,Structures,3,EE,False,Dr. Riya Menon,EE
EE-A_VII,EE,A,VII,CR-048,theory,67,EE-709L,Structures Lab,2,EE,True,Dr. Fatima Menon,EE
EE-A_VII,EE,A,VII,CR-048,theory,67,EE-7010,Fundamentals,4,EE,False,Prof. Aanya Yadav,EE
EE-A_VII,EE,A,VII,CR-048,theory,67,EE-7010L,Fundamentals Lab,2,EE,True,Dr. Reyansh Mishra,EE
EE-A_VII,EE,A,VII,CR-048,theory,67,EE-7011,Analysis,4,EE,False,Dr. Aanya Kumar,EE
EE-A_VII,EE,A,VII,CR-048,theory,67,EE-7011L,Analysis Lab,2,EE,True,Prof. Aanya Yadav,EE
EE-A_VIII,EE,A,VIII,CR-048,theory,67,EE-807,Applications,3,EE,False,Dr. Riya Menon,EE
EE-A_VIII,EE,A,VIII,CR-048,theory,67,EE-801,Applications,4,EE,False,Prof. Aanya Yadav,EE
EE-A_VIII,EE,A,VIII,CR-048,theory,67,EE-805,Structures,3,EE,False,Dr. Reyansh Mishra,EE
EE-A_VIII,EE,A,VIII,CR-048,theory,67,EE-8011,Fundamentals,4,EE,False,Dr. Aanya Kumar,EE
EE-A_VIII,EE,A,VIII,CR-048,theory,67,EE-8011L,Fundamentals Lab,2,EE,True,Prof. Aadhya Joshi,EE
EE-A_VIII,EE,A,VIII,CR-048,theory,67,EE-809,Dynamics,4,EE,False,Prof. Ananya Singh,EE
EE-B_I,EE,B,I,CR-022,theory,60,EE-104,Systems,4,EE,False,Dr. Priya Verma,EE
EE-B_I,EE,B,I,CR-022,theory,60,EE-104L,Systems Lab,2,EE,True,Dr. Kiara Reddy,EE
EE-B_I,EE,B,I,CR-022,theory,60,EE-1012,Engineering,3,EE,False,Dr. Riya Menon,EE
EE-B_I,EE,B,I,CR-022,theory,60,EE-1012L,Engineering Lab,2,EE,True,Dr. Kiara Reddy,EE
EE-B_I,EE,B,I,CR-022,theory,60,EE-102,Dynamics,3,EE,False,Prof. Ananya Singh,EE
EE-B_I,EE,B,I,CR-022,theory,60,EE-102L,Dynamics Lab,2,EE,True,Dr. Fatima Menon,EE
EE-B_II,EE,B,II,CR-022,theory,60,EE-202,Theory,3,EE,False,Dr. Kiara Reddy,EE
EE-B_II,EE,B,II,CR-022,theory,60,EE-202L,Theory Lab,2,EE,True,Dr. Aanya Kumar,EE
EE-B_II,EE,B,II,CR-022,theory,60,EE-205,Dynamics,3,EE,False,Prof. Kiara Menon,EE
EE-B_II,EE,B,II,CR-022,theory,60,EE-209,Dynamics,4,EE,False,Prof. Ananya Singh,EE
EE-B_II,EE,B,II,CR-022,theory,60,EE-2011,Programming,3,EE,False,Prof. Sai Iyer,EE
EE-B_II,EE,B,II,CR-022,theory,60,EE-208,Systems,3,EE,False,Dr. Priya Verma,EE
EE-B_III,EE,B,III,CR-022,theory,60,EE-303,Programming,4,EE,False,Prof. Aadhya Joshi,EE
EE-B_III,EE,B,III,CR-022,theory,60,EE-303L,Programming Lab,2,EE,True,Prof. Aanya Yadav,EE
EE-B_III,EE,B,III,CR-022,theory,60,EE-309,Structures,4,EE,False,Prof. Saanvi Gupta,EE
EE-B_III,EE,B,III,CR-022,theory,60,EE-302,Applications,4,EE,False,Dr. Riya Menon,EE
EE-B_III,EE,B,III,CR-022,theory,60,EE-302L,Applications Lab,2,EE,True,Prof. Saanvi Gupta,EE
EE-B_III,EE,B,III,CR-022,theory,60,EE-308,Theory,3,EE,False,Dr. Fatima Menon,EE
EE-B_IV,EE,B,IV,CR-022,theory,60,EE-4012,Analysis,4,EE,False,Prof. Aanya Yadav,EE
EE-B_IV,EE,B,IV,CR-022,theory,60,EE-4010,Applications,3,EE,False,Prof. Aanya Yadav,EE
EE-B_IV,EE,B,IV,CR-022,theory,60,EE-4010L,Applications Lab,2,EE,True,Prof. Kiara Menon,EE
EE-B_IV,EE,B,IV,CR-022,theory,60,EE-4011,Structures,3,EE,False,Prof. Aadhya Joshi,EE
EE-B_IV,EE,B,IV,CR-022,theory,60,EE-4011L,Structures Lab,2,EE,True,Dr. Aanya Kumar,EE
EE-B_IV,EE,B,IV,CR-022,theory,60,EE-405,Theory,3,EE,False,Prof. Saanvi Gupta,EE
EE-B_V,EE,B,V,CR-022,theory,60,EE-506,Fundamentals,3,EE,False,Prof. Saanvi Gupta,EE
EE-B_V,EE,B,V,CR-022,theory,60,EE-5010,Systems,3,EE,False,Prof. Aanya Yadav,EE
EE-B_V,EE,B,V,CR-022,theory,60,EE-501,Dynamics,4,EE,False,Dr. Aanya Kumar,EE
EE-B_V,EE,B,V,CR-022,theory,60,EE-501L,Dynamics Lab,2,EE,True,Prof. Kiara Menon,EE
EE-B_V,EE,B,V,CR-022,theory,60,EE-5011,Design,3,EE,False,Prof. Aadhya Joshi,EE
EE-B_V,EE,B,V,CR-022,theory,60,EE-509,Systems,4,EE,False,Dr. Fatima Menon,EE
EE-B_VI,EE,B,VI,CR-022,theory,60,EE-607,Theory,3,EE,False,Dr. Reyansh Mishra,EE
EE-B_VI,EE,B,VI,CR-022,theory,60,EE-607L,Theory Lab,2,EE,True,Dr. Aanya Kumar,EE
EE-B_VI,EE,B,VI,CR-022,theory,60,EE-6012,Engineering,3,EE,False,Dr. Kiara Reddy,EE
EE-B_VI,EE,B,VI,CR-022,theory,60,EE-609,Structures,3,EE,False,Dr. Priya Verma,EE
EE-B_VI,EE,B,VI,CR-022,theory,60,EE-606,Analysis,3,EE,False,Prof. Sai Iyer,EE
EE-B_VI,EE,B,VI,CR-022,theory,60,EE-606L,Analysis Lab,2,EE,True,Prof. Aanya Yadav,EE
EE-B_VII,EE,B,VII,CR-022,theory,60,EE-704,Analysis,3,EE,False,Dr. Reyansh Mishra,EE
EE-B_VII,EE,B,VII,CR-022,theory,60,EE-7012,Applications,3,EE,False,Prof. Kiara Menon,EE
EE-B_VII,EE,B,VII,CR-022,theory,60,EE-7012L,Applications Lab,2,EE,True,Prof. Sai Iyer,EE
EE-B_VII,EE,B,VII,CR-022,theory,60,EE-7010,Fundamentals,4,EE,False,Prof. Sai Iyer,EE
EE-B_VII,EE,B,VII,CR-022,theory,60,EE-7010L,Fundamentals Lab,2,EE,True,Dr. Riya Menon,EE
EE-B_VII,EE,B,VII,CR-022,theory,60,EE-709,Structures,3,EE,False,Dr. Fatima Menon,EE
EE-B_VIII,EE,B,VIII,CR-022,theory,60,EE-805,Structures,3,EE,False,Dr. Fatima Menon,EE
EE-B_VIII,EE,B,VIII,CR-022,theory,60,EE-809,Dynamics,4,EE,False,Prof. Kiara Menon,EE
EE-B_VIII,EE,B,VIII,CR-022,theory,60,EE-809L,Dynamics Lab,2,EE,True,Dr. Kiara Reddy,EE
EE-B_VIII,EE,B,VIII,CR-022,theory,60,EE-801,Applications,4,EE,False,Dr. Riya Menon,EE
EE-B_VIII,EE,B,VIII,CR-022,theory,60,EE-8011,Fundamentals,4,EE,False,Prof. Aadhya Joshi,EE
EE-B_VIII,EE,B,VIII,CR-022,theory,60,EE-8011L,Fundamentals Lab,2,EE,True,Dr. Aanya Kumar,EE
EE-C_I,EE,C,I,CR-092,theory,52,EE-101,Design,3,EE,False,Dr. Aanya Kumar,EE
EE-C_I,EE,C,I,CR-092,theory,52,EE-101L,Design Lab,2,EE,True,Prof. Reyansh Iyer,EE
EE-C_I,EE,C,I,CR-092,theory,52,EE-1010,Engineering,4,EE,False,Dr. Fatima Menon,EE
EE-C_I,EE,C,I,CR-092,theory,52,EE-103,Fundamentals,4,EE,False,Prof. Reyansh Iyer,EE
EE-C_I,EE,C,I,CR-092,theory,52,EE-103L,Fundamentals Lab,2,EE,True,Dr. Fatima Menon,EE
EE-C_I,EE,C,I,CR-092,theory,52,EE-104,Systems,4,EE,False,Prof. Saanvi Gupta,EE
EE-C_II,EE,C,II,CR-092,theory,52,EE-205,Dynamics,3,EE,False,Prof. Ananya Singh,EE
EE-C_II,EE,C,II,CR-092,theory,52,EE-201,Fundamentals,3,EE,False,Prof. Ananya Singh,EE
EE-C_II,EE,C,II,CR-092,theory,52,EE-201L,Fundamentals Lab,2,EE,True,Prof. Sai Iyer,EE
EE-C_II,EE,C,II,CR-092,theory,52,EE-2012,Systems,3,EE,False,Prof. Saanvi Gupta,EE
EE-C_II,EE,C,II,CR-092,theory,52,EE-204,Fundamentals,3,EE,False,Dr. Aanya Kumar,EE
EE-C_II,EE,C,II,CR-092,theory,52,EE-204L,Fundamentals Lab,2,EE,True,Prof. Sai Iyer,EE
EE-C_III,EE,C,III,CR-092,theory,52,EE-305,Theory,3,EE,False,Prof. Kiara Menon,EE
EE-C_III,EE,C,III,CR-092,theory,52,EE-3010,Engineering,3,EE,False,Dr. Kiara Reddy,EE
EE-C_III,EE,C,III,CR-092,theory,52,EE-3010L,Engineering Lab,2,EE,True,Prof. Reyansh Iyer,EE
EE-C_III,EE,C,III,CR-092,theory,52,EE-303,Programming,4,EE,False,Dr. Kiara Reddy,EE
EE-C_III,EE,C,III,CR-092,theory,52,EE-303L,Programming Lab,2,EE,True,Prof. Reyansh Iyer,EE
EE-C_III,EE,C,III,CR-092,theory,52,EE-308,Theory,3,EE,False,Prof. Kiara Menon,EE
EE-C_IV,EE,C,IV,CR-092,theory,52,EE-402,Theory,3,EE,False,Prof. Sai Iyer,EE
EE-C_IV,EE,C,IV,CR-092,theory,52,EE-406,Analysis,4,EE,False,Dr. Aanya Kumar,EE
EE-C_IV,EE,C,IV,CR-092,theory,52,EE-406L,Analysis Lab,2,EE,True,Prof. Ananya Singh,EE
EE-C_IV,EE,C,IV,CR-092,theory,52,EE-4011,Structures,3,EE,False,Dr. Reyansh Mishra,EE
EE-C_IV,EE,C,IV,CR-092,theory,52,EE-4011L,Structures Lab,2,EE,True,Prof. Sai Iyer,EE
EE-C_IV,EE,C,IV,CR-092,theory,52,EE-4010,Applications,3,EE,False,Prof. Reyansh Iyer,EE
EE-C_V,EE,C,V,CR-092,theory,52,EE-501,Dynamics,4,EE,False,Prof. Reyansh Iyer,EE
EE-C_V,EE,C,V,CR-092,theory,52,EE-501L,Dynamics Lab,2,EE,True,Dr. Riya Menon,EE
EE-C_V,EE,C,V,CR-092,theory,52,EE-5011,Design,3,EE,False,Dr. Kiara Reddy,EE
EE-C_V,EE,C,V,CR-092,theory,52,EE-502,Theory,3,EE,False,Dr. Reyansh Mishra,EE
EE-C_V,EE,C,V,CR-092,theory,52,EE-502L,Theory Lab,2,EE,True,Dr. Riya Menon,EE
EE-C_V,EE,C,V,CR-092,theory,52,EE-5010,Systems,3,EE,False,Prof. Reyansh Iyer,EE
EE-C_VI,EE,C,VI,CR-092,theory,52,EE-607,Theory,3,EE,False,Prof. Ananya Singh,EE
EE-C_VI,EE,C,VI,CR-092,theory,52,EE-607L,Theory Lab,2,EE,True,Dr. Reyansh Mishra,EE
EE-C_VI,EE,C,VI,CR-092,theory,52,EE-606,Analysis,3,EE,False,Prof. Saanvi Gupta,EE
EE-C_VI,EE,C,VI,CR-092,theory,52,EE-606L,Analysis Lab,2,EE,True,Prof. Reyansh Iyer,EE
EE-C_VI,EE,C,VI,CR-092,theory,52,EE-608,Principles,3,EE,False,Prof. Reyansh Iyer,EE
EE-C_VI,EE,C,VI,CR-092,theory,52,EE-608L,Principles Lab,2,EE,True,Prof. Saanvi Gupta,EE
EE-C_VII,EE,C,VII,CR-092,theory,52,EE-709,Structures,3,EE,False,Dr. Reyansh Mishra,EE
EE-C_VII,EE,C,VII,CR-092,theory,52,EE-709L,Structures Lab,2,EE,True,Dr. Riya Menon,EE
EE-C_VII,EE,C,VII,CR-092,theory,52,EE-705,Fundamentals,3,EE,False,Prof. Sai Iyer,EE
EE-C_VII,EE,C,VII,CR-092,theory,52,EE-705L,Fundamentals Lab,2,EE,True,Prof. Saanvi Gupta,EE
EE-C_VII,EE,C,VII,CR-092,theory,52,EE-706,Applications,3,EE,False,Prof. Kiara Menon,EE
EE-C_VII,EE,C,VII,CR-092,theory,52,EE-706L,Applications Lab,2,EE,True,Prof. Sai Iyer,EE
EE-C_VIII,EE,C,VIII,CR-092,theory,52,EE-8010,Engineering,3,EE,False,Dr. Riya Menon,EE
EE-C_VIII,EE,C,VIII,CR-092,theory,52,EE-806,Theory,3,EE,False,Prof. Saanvi Gupta,EE
EE-C_VIII,EE,C,VIII,CR-092,theory,52,EE-809,Dynamics,4,EE,False,Prof. Kiara Menon,EE
EE-C_VIII,EE,C,VIII,CR-092,theory,52,EE-809L,Dynamics Lab,2,EE,True,Dr. Riya Menon,EE
EE-C_VIII,EE,C,VIII,CR-092,theory,52,EE-802,Programming,3,EE,False,Dr. Priya Verma,EE
EE-C_VIII,EE,C,VIII,CR-092,theory,52,EE-8011,Fundamentals,4,EE,False,Prof. Aadhya Joshi,EE
EE-D_I,EE,D,I,CR-118,theory,72,EE-105,Theory,3,EE,False,Prof. Aadhya Joshi,EE
EE-D_I,EE,D,I,CR-118,theory,72,EE-105L,Theory Lab,2,EE,True,Prof. Sai Iyer,EE
EE-D_I,EE,D,I,CR-118,theory,72,EE-1011,Dynamics,4,EE,False,Dr. Priya Verma,EE
EE-D_I,EE,D,I,CR-118,theory,72,EE-1011L,Dynamics Lab,2,EE,True,Prof. Aadhya Joshi,EE
EE-D_I,EE,D,I,CR-118,theory,72,EE-108,Dynamics,4,EE,False,Dr. Kiara Reddy,EE
EE-D_I,EE,D,I,CR-118,theory,72,EE-109,Theory,3,EE,False,Prof. Ananya Singh,EE
EE-D_II,EE,D,II,CR-118,theory,72,EE-208,Systems,3,EE,False,Dr. Priya Verma,EE
EE-D_II,EE,D,II,CR-118,theory,72,EE-208L,Systems Lab,2,EE,True,Prof. Saanvi Gupta,EE
EE-D_II,EE,D,II,CR-118,theory,72,EE-207,Analysis,4,EE,False,Dr. Priya Verma,EE
EE-D_II,EE,D,II,CR-118,theory,72,EE-2012,Systems,3,EE,False,Dr. Priya Verma,EE
EE-D_II,EE,D,II,CR-118,theory,72,EE-204,Fundamentals,3,EE,False,Dr. Priya Verma,EE
EE-D_II,EE,D,II,CR-118,theory,72,EE-204L,Fundamentals Lab,2,EE,True,Dr. Fatima Menon,EE
ME-A_I,ME,A,I,CR-134,theory,63,ME-106,Principles,4,ME,False,Prof. Vivaan Khan,ME
ME-A_I,ME,A,I,CR-134,theory,63,ME-106L,Principles Lab,2,ME,True,Dr. Vihaan Iyer,ME
ME-A_I,ME,A,I,CR-134,theory,63,ME-105,Applications,3,ME,False,Prof. Sai Yadav,ME
ME-A_I,ME,A,I,CR-134,theory,63,ME-107,Analysis,3,ME,False,Prof. Vivaan Reddy,ME
ME-A_I,ME,A,I,CR-134,theory,63,ME-109,Design,3,ME,False,Prof. Vivaan Reddy,ME
ME-A_I,ME,A,I,CR-134,theory,63,ME-109L,Design Lab,2,ME,True,Prof. Diya Joshi,ME
ME-A_II,ME,A,II,CR-134,theory,63,ME-208,Applications,3,ME,False,Dr. Ishaan Joshi,ME
ME-A_II,ME,A,II,CR-134,theory,63,ME-206,Fundamentals,4,ME,False,Dr. Aanya Joshi,ME
ME-A_II,ME,A,II,CR-134,theory,63,ME-206L,Fundamentals Lab,2,ME,True,Dr. Vihaan Iyer,ME
ME-A_II,ME,A,II,CR-134,theory,63,ME-2010,Design,3,ME,False,Dr. Aanya Joshi,ME
ME-A_II,ME,A,II,CR-134,theory,63,ME-203,Programming,3,ME,False,Dr. Ishaan Joshi,ME
ME-A_II,ME,A,II,CR-134,theory,63,ME-203L,Programming Lab,2,ME,True,Prof. Ananya Gupta,ME
ME-A_III,ME,A,III,CR-134,theory,63,ME-3012,Dynamics,3,ME,False,Prof. Aadhya Verma,ME
ME-A_III,ME,A,III,CR-134,theory,63,ME-3012L,Dynamics Lab,2,ME,True,Prof. Aadhya Verma,ME
ME-A_III,ME,A,III,CR-134,theory,63,ME-301,Structures,4,ME,False,Dr. Ishaan Joshi,ME
ME-A_III,ME,A,III,CR-134,theory,63,ME-301L,Structures Lab,2,ME,True,Prof. Vivaan Khan,ME
ME-A_III,ME,A,III,CR-134,theory,63,ME-3011,Programming,3,ME,False,Prof. Vivaan Reddy,ME
ME-A_III,ME,A,III,CR-134,theory,63,ME-3011L,Programming Lab,2,ME,True,Prof. Ananya Gupta,ME
ME-A_IV,ME,A,IV,CR-134,theory,63,ME-407,Systems,4,ME,False,Prof. Vivaan Reddy,ME
